33|JAWA TENGAH
33.18.13.2009|Klakahkasihan
33.18.13.2010|Ketanggan
33.18.13.2011|Sitiluhur
33.18.14|Tlogowungu
33.18.14.2001|Tamansari
33.18.14.2002|Sambirejo
33.18.14.2003|Tlogorejo
33.18.14.2004|Purwosari
33.18.14.2005|Regaloh
33.18.14.2006|Wonorejo
33.18.14.2007|Tlogosari
33.18.14.2008|Sumbermulyo
33.18.14.2009|Guwo
33.18.14.2010|Tanjungsari
33.18.14.2011|Lahar
33.18.14.2012|Suwatu
33.18.14.2013|Cabak
33.18.14.2014|Klumpit
33.18.14.2015|Gunungsari
33.18.15|Wedarijaksa
33.18.15.2001|Bumiayu
33.18.15.2002|Margorejo
33.18.15.2003|Tawangharjo
33.18.15.2004|Ngurensiti
33.18.15.2005|Sukoharjo
33.18.15.2006|Panggungroyom
33.18.15.2007|Jontro
33.18.15.2008|Suwaduk
33.18.15.2009|Wedarijaksa
33.18.15.2010|Pagerharjo
33.18.15.2011|Ngurenrejo
33.18.15.2012|Bangsalrejo
33.18.15.2013|Sidoharjo
33.18.15.2014|Jetak
33.18.15.2015|Jatimulyo
33.18.15.2016|Tlogoharum
33.18.15.2017|Kepoh
33.18.15.2018|Tluwuk
33.18.16|Margoyoso
33.18.16.2001|Tegalarum
33.18.16.2002|Soneyan
33.18.16.2003|Tanjungrejo
33.18.16.2004|Sidomukti
33.18.16.2005|Pohijo
33.18.16.2006|Kertomulyo
33.18.16.2007|Langgenharjo
33.18.16.2008|Pangkalan
33.18.16.2009|Bulumanis Kidul
33.18.16.2010|Bulumanis Lor
33.18.16.2011|Sekarjalak
33.18.16.2012|Kajen
33.18.16.2013|Ngemplak Kidul
33.18.16.2014|Purworejo
33.18.16.2015|Purwodadi
33.18.16.2016|Ngemplak Lor
33.18.16.2017|Waturoyo
33.18.16.2018|Cebolek Kidul
33.18.16.2019|Tunjungrejo
33.18.16.2020|Margoyoso
33.18.16.2021|Margotohu Kidul
33.18.16.2022|Semerak
33.18.17|Gunungwungkal
33.18.17.2001|Jrahi
33.18.17.2002|Giling
33.18.17.2003|Gulangpongge
33.18.17.2004|Jepalo
33.18.17.2005|Sidomulyo
33.18.17.2006|Sampok
33.18.17.2007|Pesagen
33.18.17.2008|Gadu
33.18.17.2009|Gajihan
33.18.17.2010|Perdopo
33.18.17.2011|Gunungwungkal
33.18.17.2012|Bancak
33.18.17.2013|Jembulwunut
33.18.17.2014|Ngetuk
33.18.17.2015|Sumberrejo
33.18.18|Cluwak
33.18.18.2001|Medani
33.18.18.2002|Sentul
33.18.18.2003|Plaosan
33.18.18.2004|Payak
33.18.18.2005|Sirahan
33.18.18.2006|Mojo
33.18.18.2007|Karangsari
33.18.18.2008|Bleber
33.18.18.2009|Ngawen
33.18.18.2010|Ngablak
33.18.18.2011|Gesengan
33.18.18.2012|Gerit
33.18.18.2013|Sumur
33.18.19|Tayu
33.18.19.2001|Pondowan
33.18.19.2002|Kedungsari
33.18.19.2003|Margomulyo
33.18.19.2004|Pakis
33.18.19.2005|Sendangrejo
33.18.19.2006|Jepat Kidul
33.18.19.2007|Tunggulsari
33.18.19.2008|Jepat Lor
33.18.19.2009|Tendas
33.18.19.2010|Keboromo
33.18.19.2011|Sambiroto
33.18.19.2012|Tayu Wetan
33.18.19.2013|Tayu Kulon
33.18.19.2014|Pundenrejo
33.18.19.2015|Kedungbang
33.18.19.2016|Bendokaton Kidul
33.18.19.2017|Purwokerto
33.18.19.2018|Bulungan
33.18.19.2019|Luwang
33.18.19.2020|Dororejo
33.18.19.2021|Kalikalong
33.18.20|Dukuhseti
33.18.20.2001|Wedusan
33.18.20.2002|Dumpil
33.18.20.2003|Ngagel
33.18.20.2004|Bakalan
33.18.20.2005|Kenanti
33.18.20.2006|Alasdowo
33.18.20.2007|Banyutowo
33.18.20.2008|Dukuhseti
33.18.20.2009|Grogolan
33.18.20.2010|Kembang
33.18.20.2011|Tegalombo
33.18.20.2012|Puncel
33.18.21|Trangkil
33.18.21.2001|Kajar
33.18.21.2002|Trangkil
33.18.21.2003|Pasucen
33.18.21.2004|Tegalharjo
33.18.21.2005|Mojoagung
33.18.21.2006|Ketanen
33.18.21.2007|Karanglegi
33.18.21.2008|Karangwage
33.18.21.2009|Kadilangu
33.18.21.2010|Tlutup
33.18.21.2011|Krandan
33.18.21.2012|Kertomulyo
33.18.21.2013|Rejoagung
33.18.21.2014|Guyangan
33.18.21.2015|Sambilawang
33.18.21.2016|Asempapan
33.19|KAB. KUDUS
33.19.01|Kaliwungu
33.19.01.2001|Bakalankrapyak
33.19.01.2002|Prambatan Kidul
33.19.01.2003|Prambatan Lor
33.19.01.2004|Garung Kidul
33.19.01.2005|Setrokalangan
33.19.01.2006|Banget
33.19.01.2007|Blimbing Kidul
33.19.01.2008|Sidorekso
33.19.01.2009|Gamong
33.19.01.2010|Kedungdowo
33.19.01.2011|Garung Lor
33.19.01.2012|Karangampel
33.19.01.2013|Mijen
33.19.01.2014|Kaliwungu
33.19.01.2015|Papringan
33.19.02|Kota Kudus
33.19.02.1001|Purwosari
33.19.02.1004|Sunggingan
33.19.02.1005|Panjunan
33.19.02.1006|Wergu Wetan
33.19.02.1007|Wergu Kulon
33.19.02.1008|Mlati Kidul
33.19.02.1009|Mlati Norowito
33.19.02.1017|Kerjasan
33.19.02.1018|Kajeksan
33.19.02.2002|Janggalan
33.19.02.2003|Demangan
33.19.02.2010|Mlati Lor
33.19.02.2011|Nganguk
33.19.02.2012|Kramat
33.19.02.2013|Demaan
33.19.02.2014|Langgardalem
33.19.02.2015|Kauman
33.19.02.2016|Damaran
33.19.02.2019|Krandon
33.19.02.2020|Singocandi
33.19.02.2021|Glantengan
33.19.02.2022|Kaliputu
33.19.02.2023|Barongan
33.19.02.2024|Burikan
33.19.02.2025|Rendeng
33.19.03|Jati
33.19.03.2001|Jetiskapuan
33.19.03.2002|Tanjungkarang
33.19.03.2003|Jati Wetan
33.19.03.2004|Pasuruhan Kidul
33.19.03.2005|Pasuruhan Lor
33.19.03.2006|Ploso
33.19.03.2007|Jati Kulon
33.19.03.2008|Getaspejaten
33.19.03.2009|Loram Kulon
33.19.03.2010|Loram Wetan
33.19.03.2011|Jepangpakis
33.19.03.2012|Megawon
33.19.03.2013|Ngembal Kulon
33.19.03.2014|Tumpangkrasak
33.19.04|Undaan
33.19.04.2001|Wonosoco
33.19.04.2002|Lambangan
33.19.04.2003|Kalirejo
33.19.04.2004|Medini
33.19.04.2005|Sambung
33.19.04.2006|Glagahwaru
33.19.04.2007|Kutuk
33.19.04.2008|Undaan Kidul
33.19.04.2009|Undaan Tengah
33.19.04.2010|Karangrowo
33.19.04.2011|Larikrejo
33.19.04.2012|Undaan Lor
33.19.04.2013|Wates
33.19.04.2014|Ngemplak
33.19.04.2015|Terangmas
33.19.04.2016|Berugenjang
33.19.05|Mejobo
33.19.05.2001|Gulang
33.19.05.2002|Jepang
33.19.05.2003|Payaman
33.19.05.2004|Kirig
33.19.05.2005|Temulus
33.19.05.2006|Kesambi
33.19.05.2007|Jojo
33.19.05.2008|Hadiwarno
33.19.05.2009|Mejobo
33.19.05.2010|Golantepus
33.19.05.2011|Tenggeles
33.19.06|Jekulo
33.19.06.2001|Sadang
33.19.06.2002|Bulungcangkring
33.19.06.2003|Bulung Kulon
33.19.06.2004|Sidomulyo
33.19.06.2005|Gondoharum
33.19.06.2006|Terban
33.19.06.2007|Pladen
33.19.06.2008|Klaling
33.19.06.2009|Jekulo
33.19.06.2010|Hadipolo
33.19.06.2011|Honggosoco
33.19.06.2012|Tanjungrejo
33.19.07|Bae
33.19.07.2001|Dersalam
33.19.07.2002|Ngembalrejo
33.19.07.2003|Karangbener
33.19.07.2004|Gondangmanis
33.19.07.2005|Pedawang
33.19.07.2006|Bacin
33.19.07.2007|Panjang
33.19.07.2008|Peganjaran
33.19.07.2009|Purworejo
33.19.07.2010|Bae
33.19.08|Gebog
33.19.08.2001|Gribig
33.19.08.2002|Klumpit
33.19.08.2003|Getassrabi
33.19.08.2004|Padurenan
33.19.08.2005|Karangmalang
33.19.08.2006|Besito
33.19.08.2007|Jurang
33.19.08.2008|Gondosari
33.19.08.2009|Kedungsari
33.19.08.2010|Menawan
33.19.08.2011|Rahtawu
33.19.09|Dawe
33.19.09.2001|Samirejo
33.19.09.2002|Cendono
33.19.09.2003|Margorejo
33.19.09.2004|Rejosari
33.19.09.2005|Kandangmas
33.19.09.2006|Glagah Kulon
33.19.09.2007|Tergo
33.19.09.2008|Cranggang
33.19.09.2009|Lau
33.19.09.2010|Piji
33.19.09.2011|Puyoh
33.19.09.2012|Soco
33.19.09.2013|Ternadi
33.19.09.2014|Kajar
33.19.09.2015|Kuwukan
33.19.09.2016|Dukuhwaringin
33.19.09.2017|Japan
33.19.09.2018|Colo
33.20|KAB. JEPARA
33.20.01|Kedung
33.20.01.2001|Kedungmalang
33.20.01.2002|Kalianyar
33.20.01.2003|Karangaji
33.20.01.2004|Tedunan
33.20.01.2005|Sowan Lor
33.20.01.2006|Sowan Kidul
33.20.01.2007|Wanusobo
33.20.01.2008|Surodadi
33.20.01.2009|Panggung
33.20.01.2010|Bulak Baru
33.20.01.2011|Jondang
33.20.01.2012|Bugel
33.20.01.2013|Dongos
33.20.01.2014|Menganti
33.20.01.2015|Kerso
33.20.01.2016|Tanggul Tlare
33.20.01.2017|Rau
33.20.01.2018|Sukosono
33.20.02|Pecangaan
33.20.02.2001|Kaliombo
33.20.02.2002|Karangrandu
33.20.02.2003|Gerdu
33.20.02.2004|Pecangaan Kulon
33.20.02.2005|Rengging
33.20.02.2006|Troso
33.20.02.2007|Ngeling
33.20.02.2008|Pulodarat
33.20.02.2009|Lebuawu
33.20.02.2010|Gemulung
33.20.02.2011|Pecangaan Wetan
33.20.02.2012|Krasak
33.20.03|Welahan
33.20.03.2001|Ujung Pandan
33.20.03.2002|Karanganyar
33.20.03.2003|Guwosobokerto
33.20.03.2004|Kedungsarimulyo
33.20.03.2005|Bugo
33.20.03.2006|Welahan
33.20.03.2007|Gedangan
33.20.03.2008|Ketilengsingolelo
33.20.03.2009|Kalipucang Wetan
33.20.03.2010|Kalipucang Kulon
33.20.03.2011|Gidanglelo
33.20.03.2012|Kendengsidialit
33.20.03.2013|Sidigede
33.20.03.2014|Teluk Wetan
33.20.03.2015|Brantak Sekarjati
33.20.04|Mayong
33.20.04.2001|Mayong Lor
33.20.04.2002|Tigojuru
33.20.04.2003|Paren
33.20.04.2004|Kuanyar
33.20.04.2005|Pelang
33.20.04.2006|Sengonbugel
33.20.04.2007|Jebol
33.20.04.2008|Singorojo
33.20.04.2009|Pelemkerep
33.20.04.2010|Buaran
33.20.04.2011|Ngroto
33.20.04.2012|Rajekwesi
33.20.04.2013|Datar
33.20.04.2014|Pule
33.20.04.2015|Bandung
33.20.04.2016|Bungu
33.20.04.2017|Pancur
33.20.04.2018|Mayong Kidul
33.20.05|Batealit
33.20.05.2001|Geneng
33.20.05.2002|Raguklampitan
33.20.05.2003|Ngasem
33.20.05.2004|Bawu
33.20.05.2005|Mindahan
33.20.05.2006|Somosari
33.20.05.2007|Batealit
33.20.05.2008|Bringin
33.20.05.2009|Bantrung
33.20.05.2010|Pekalongan
33.20.05.2011|Mindahan Kidul
33.20.06|Jepara
33.20.06.1001|Karangkebagusan
33.20.06.1002|Demaan
33.20.06.1003|Potroyudan
33.20.06.1004|Bapangan
33.20.06.1005|Saripan
33.20.06.1006|Panggang
33.20.06.1007|Kauman
33.20.06.1008|Bulu
33.20.06.1009|Jobokuto
33.20.06.1010|Ujungbatu
33.20.06.1011|Pengkol
33.20.06.2012|Mulyoharjo
33.20.06.2013|Wonorejo
33.20.06.2014|Kedungcino
33.20.06.2015|Kuwasen
33.20.06.2016|Bandengan
33.20.07|Mlonggo
33.20.07.2001|Mororejo
33.20.07.2009|Suwawal
33.20.07.2010|Sinanggul
33.20.07.2011|Jambu
33.20.07.2012|Srobyong
33.20.07.2013|Sekuro
33.20.07.2014|Karanggondang
33.20.07.2015|Jambu Timur
33.20.08|Bangsri
33.20.08.2001|Guyangan
33.20.08.2002|Kepuk
33.20.08.2003|Papasan
33.20.08.2004|Srikandang
33.20.08.2005|Tengguli
33.20.08.2006|Bangsri
33.20.08.2007|Banjaran
33.20.08.2008|Wedelan
33.20.08.2009|Kedungleper
33.20.08.2010|Jerukwangi
33.20.08.2011|Bondo
33.20.08.2012|Banjaragung
33.20.09|Keling
33.20.09.2001|Tempur
33.20.09.2002|Damarwulan
33.20.09.2003|Kunir
33.20.09.2004|Watuaji
33.20.09.2005|Klepu
33.20.09.2006|Tunahan
33.20.09.2007|Kaligarang
33.20.09.2008|Keling
33.20.09.2009|Gelang
33.20.09.2010|Jlegong
33.20.09.2011|Kelet
33.20.09.2020|Bumiharjo
33.20.10|Karimun Jawa
33.20.10.2001|Karimunjawa
33.20.10.2002|Kemujan
33.20.10.2003|Parang
33.20.10.2004|Nyamuk
33.20.11|Tahunan
33.20.11.2001|Ngabul
33.20.11.2002|Langon
33.20.11.2003|Sukodono
33.20.11.2004|Petekeyan
33.20.11.2005|Mangunan
33.20.11.2006|Platar
33.20.11.2007|Semat
33.20.11.2008|Telukawur
33.20.11.2009|Demangan
33.20.11.2010|Tegalsambi
33.20.11.2011|Mantingan
33.20.11.2012|Tahunan
33.20.11.2013|Kecapi
33.20.11.2014|Senenan
33.20.11.2015|Krapyak
33.20.12|Nalumsari
33.20.12.2001|Blimbingrejo
33.20.12.2002|Tunggulpandean
33.20.12.2003|Pringtulis
33.20.12.2004|Jatisari
33.20.12.2005|Gemiring Kidul
33.20.12.2006|Gemiring Lor
33.20.12.2007|Nalumsari
33.20.12.2008|Tritis
33.20.12.2009|Daren
33.20.12.2010|Karangnongko
33.20.12.2011|Ngetuk
33.20.12.2012|Bedanpete
33.20.12.2013|Muryolobo
33.20.12.2014|Bategede
33.20.12.2015|Dorang
33.20.13|Kalinyamatan
33.20.13.2001|Batukali
33.20.13.2002|Bandungrejo
33.20.13.2003|Banyuputih
33.20.13.2004|Pendosawalan
33.20.13.2005|Damarjati
33.20.13.2006|Purwogondo
33.20.13.2007|Margoyoso
33.20.13.2008|Sendang
33.20.13.2009|Kriyan
33.20.13.2010|Robayan
33.20.13.2011|Bakalan
33.20.13.2012|Manyargading
33.20.14|Kembang
33.20.14.2001|Dudakawu
33.20.14.2002|Sumanding
33.20.14.2003|Bucu
33.20.14.2004|Cepogo
33.20.14.2005|Pendem
33.20.14.2006|Jinggotan
33.20.14.2007|Dermolo
33.20.14.2008|Kaliaman
33.20.14.2009|Tubanan
33.20.14.2010|Balong
33.20.14.2011|Kancilan
33.20.15|Pakis Aji
33.20.15.2001|Lebak
33.20.15.2002|Bulungan
33.20.15.2003|Suwawal Timur
33.20.15.2004|Kawak
33.20.15.2005|Tanjung
33.20.15.2006|Plajan
33.20.15.2007|Slagi
33.20.15.2008|Mambak
33.20.16|Donorojo
33.20.16.2001|Sumberrejo
33.20.16.2002|Clering
33.20.16.2003|Ujungwatu
33.20.16.2004|Banyumanis
33.20.16.2005|Tulakan
33.20.16.2006|Bandungharjo
33.20.16.2007|Blingoh
33.20.16.2008|Jugo
33.21|KAB. DEMAK
33.21.01|Mranggen
33.21.01.2001|Banyumeneng
33.21.01.2002|Kebonbatur
33.21.01.2003|Sumberejo
33.21.01.2004|Kalitengah
33.21.01.2005|Kangkung
33.21.01.2006|Mranggen
33.21.01.2007|Batursari
33.21.01.2008|Bandungrejo
33.21.01.2009|Brumbung
33.21.01.2010|Kembangarum
33.21.01.2011|Karangsono
33.21.01.2012|Tamansari
33.21.01.2013|Ngemplak
33.21.01.2014|Menur
33.21.01.2015|Jamus
33.21.01.2016|Wringinjajar
33.21.01.2017|Waru
33.21.01.2018|Tegalarum
33.21.01.2019|Candisari
33.21.02|Karangawen
33.21.02.2001|Jragung
33.21.02.2002|Wonosekar
33.21.02.2003|Margohayu
33.21.02.2004|Teluk
33.21.02.2005|Tlogorejo
33.21.02.2006|Rejosari
33.21.02.2007|Karangawen
33.21.02.2008|Kuripan
33.21.02.2009|Bumirejo
33.21.02.2010|Brambang
33.21.02.2011|Sidorejo
33.21.02.2012|Pundenarum
33.21.03|Guntur
33.21.03.2001|Blerong
33.21.03.2002|Banjarejo
33.21.03.2003|Wonorejo
33.21.03.2004|Sarirejo
33.21.03.2005|Pamongan
33.21.03.2006|Tlogoweru
33.21.03.2007|Bogosari
33.21.03.2008|Sukorejo
33.21.03.2009|Sidokumpul
33.21.03.2010|Gaji
33.21.03.2011|Krandon
33.21.03.2012|Tangkis
33.21.03.2013|Temuroso
33.21.03.2014|Bakalrejo
33.21.03.2015|Guntur
33.21.03.2016|Bumiharjo
33.21.03.2017|Tlogorejo
33.21.03.2018|Trimulyo
33.21.03.2019|Sidoharjo
33.21.03.2020|Turitempel
33.21.04|Sayung
33.21.04.2001|Bulusari
33.21.04.2002|Dombo
33.21.04.2003|Jetaksari
33.21.04.2004|Kalisari
33.21.04.2005|Karangasem
33.21.04.2006|Prampelan
33.21.04.2007|Pilangsari
33.21.04.2008|Tambakroto
33.21.04.2009|Loireng
33.21.04.2010|Sayung
33.21.04.2011|Sriwulan
33.21.04.2012|Bedono
33.21.04.2013|Purwosari
33.21.04.2014|Sidogemah
33.21.04.2015|Gemulak
33.21.04.2016|Timbulsloko
33.21.04.2017|Surodadi
33.21.04.2018|Tugu
33.21.04.2019|Sidorejo
33.21.04.2020|Banjarsari
33.21.05|Karangtengah
33.21.05.2001|Ploso
33.21.05.2002|Grogol
33.21.05.2003|Pulosari
33.21.05.2004|Donorejo
33.21.05.2005|Pidodo
33.21.05.2006|Klitih
33.21.05.2007|Sampang
33.21.05.2008|Kedunguter
33.21.05.2009|Dukun
33.21.05.2010|Karangsari
33.21.05.2011|Karangtowo
33.21.05.2012|Wonowoso
33.21.05.2013|Wonokerto
33.21.05.2014|Batu
33.21.05.2015|Rejosari
33.21.05.2016|Wonoagung
33.21.05.2017|Tambakbulusan
33.21.06|Wonosalam
33.21.06.2001|Doreng
33.21.06.2002|Kalianyar
33.21.06.2003|Tlogodowo
33.21.06.2004|Karangrowo
33.21.06.2005|Lempuyang
33.21.06.2006|Kendaldoyong
33.21.06.2007|Wonosalam
33.21.06.2008|Karangrejo
33.21.06.2009|Jogoloyo
33.21.06.2010|Botorejo
33.21.06.2011|Sidomulyo
33.21.06.2012|Pilangrejo
33.21.06.2013|Tlogorejo
33.21.06.2014|Kerangkulon
33.21.06.2015|Bunderan
33.21.06.2016|Getas
33.21.06.2017|Mojodemak
33.21.06.2018|Kuncir
33.21.06.2019|Trengguli
33.21.06.2020|Mrisen
33.21.06.2021|Mranak
33.21.07|Dempet
33.21.07.2001|Merak
33.21.07.2002|Karangrejo
33.21.07.2003|Sidomulyo
33.21.07.2004|Botosengon
33.21.07.2005|Jerukgulung
33.21.07.2006|Kunir
33.21.07.2007|Brakas
33.21.07.2008|Balerejo
33.21.07.2009|Baleromo
33.21.07.2010|Kedungori
33.21.07.2011|Kuwu
33.21.07.2012|Kebonsari
33.21.07.2013|Gempoldenok
33.21.07.2015|Harjowinangun
33.21.07.2016|Kramat
33.21.07.2017|Dempet
33.21.08|Gajah
33.21.08.2001|Surodadi
33.21.08.2002|Jatisono
33.21.08.2003|Kedondong
33.21.08.2004|Gedangalas
33.21.08.2005|Sambiroto
33.21.08.2006|Tanjunganyar
33.21.08.2007|Wilalung
33.21.08.2008|Medini
33.21.08.2009|Mlatiharjo
33.21.08.2010|Tambirejo
33.21.08.2011|Banjarsari
33.21.08.2012|Boyolali
33.21.08.2013|Gajah
33.21.08.2014|Sari
33.21.08.2015|Mlekang
33.21.08.2016|Sambung
33.21.08.2017|Mojosimo
33.21.08.2018|Tlogopandogan
33.21.09|Karanganyar
33.21.09.2001|Jatirejo
33.21.09.2002|Ngaluran
33.21.09.2003|Wonoketingal
33.21.09.2004|Cangkringrembang
33.21.09.2005|Cangkring
33.21.09.2006|Tuwang
33.21.09.2007|Undaan Kidul
33.21.09.2008|Undaan Lor
33.21.09.2009|Ketanjung
33.21.09.2010|Ngemplikwetan
33.21.09.2011|Wonorejo
33.21.09.2012|Karanganyar
33.21.09.2013|Kedungwaru Kidul
33.21.09.2014|Kedungwaru Lor
33.21.09.2015|Bandungrejo
33.21.09.2016|Tugu Lor
33.21.09.2017|Kotaan
33.21.10|Mijen
33.21.10.2001|Geneng
33.21.10.2002|Ngelowetan
33.21.10.2003|Mlaten
33.21.10.2004|Bantengmati
33.21.10.2005|Ngelokulon
33.21.10.2006|Pasir
33.21.10.2007|Rejosari
33.21.10.2008|Ngegot
33.21.10.2009|Jleper
33.21.10.2010|Pecuk
33.21.10.2011|Tanggul
33.21.10.2012|Bakung
33.21.10.2013|Bremi
33.21.10.2014|Mijen
33.21.10.2015|Gempolsongo
33.21.11|Demak
33.21.11.1014|Mangunjiwan
33.21.11.1015|Kalicilik
33.21.11.1016|Singorejo
33.21.11.1017|Betokan
33.21.11.1018|Bintoro
33.21.11.1019|Kadilangu
33.21.11.2001|Bolo
33.21.11.2002|Bango
33.21.11.2003|Kedondong
33.21.11.2004|Sedo
33.21.11.2005|Mulyorejo
33.21.11.2006|Turirejo
33.21.11.2007|Raji
33.21.11.2008|Cabean
33.21.11.2009|Tempuran
33.21.11.2010|Karangmlati
33.21.11.2011|Katonsari
33.21.11.2012|Kalikondang
33.21.11.2013|Donorojo
33.21.12|Bonang
33.21.12.2001|Jatimulyo
33.21.12.2002|Krajanbogo
33.21.12.2003|Sukodono
33.21.12.2004|Sumberejo
33.21.12.2005|Kembangan
33.21.12.2006|Karangrejo
33.21.12.2007|Gebangarum
33.21.12.2008|Gebang
33.21.12.2009|Margolinduk
33.21.12.2010|Morodemak
33.21.12.2011|Purworejo
33.21.12.2012|Betahwalang
33.21.12.2013|Serangan
33.21.12.2014|Tridonorejo
33.21.12.2015|Tlogoboyo
33.21.12.2016|Jatirogo
33.21.12.2017|Bonangrejo
33.21.12.2018|Poncoharjo
33.21.12.2019|Wonosari
33.21.12.2020|Jali
33.21.12.2021|Weding
33.21.13|Wedung
33.21.13.2001|Wedung
33.21.13.2002|Ngawen
33.21.13.2003|Ruwit
33.21.13.2004|Kenduren
33.21.13.2005|Buko
33.21.13.2006|Mandung
33.21.13.2007|Berahan Kulon
33.21.13.2008|Berahan Wetan
33.21.13.2009|Bungo
33.21.13.2010|Tempel
33.21.13.2011|Jetak
33.21.13.2012|Jungsemi
33.21.13.2013|Jungpasir
33.21.13.2014|Mutihwetan
33.21.13.2015|Babalan
33.21.13.2016|Mutihkulon
33.21.13.2017|Tedunan
33.21.13.2018|Kendalasem
33.21.13.2019|Kedungmutih
33.21.13.2020|Kedungkarang
33.21.14|Kebonagung
33.21.14.2001|Pilangwetan
33.21.14.2002|Kebonagung
33.21.14.2003|Klampok Lor
33.21.14.2004|Mijen
33.21.14.2005|Werdoyo
33.21.14.2006|Mangunrejo
33.21.14.2007|Babat
33.21.14.2008|Mangunanlor
33.21.14.2009|Tlogosih
33.21.14.2010|Prigi
33.21.14.2011|Sarimulyo
33.21.14.2012|Solowire
33.21.14.2013|Sokokidul
33.21.14.2014|Megonten
33.22|KAB. SEMARANG
33.22.01|Getasan
33.22.01.2001|Tajuk
33.22.01.2002|Batur
33.22.01.2003|Kopeng
33.22.01.2004|Tolokan
33.22.01.2005|Wates
33.22.01.2006|Getasan
33.22.01.2007|Sumogawe
33.22.01.2008|Samirono
33.22.01.2009|Jetak
33.22.01.2010|Polobogo
33.22.01.2011|Manggihan
33.22.01.2012|Ngrawan
33.22.01.2013|Nogosaren
33.22.02|Tengaran
33.22.02.2001|Duren
33.22.02.2002|Sugihan
33.22.02.2003|Sruwen
33.22.02.2004|Tegalrejo
33.22.02.2005|Tengaran
33.22.02.2006|Klero
33.22.02.2007|Regunung
33.22.02.2008|Cukil
33.22.02.2009|Karangduren
33.22.02.2010|Butuh
33.22.02.2011|Patemon
33.22.02.2012|Bener
33.22.02.2013|Tegalwaton
33.22.02.2014|Barukan
33.22.02.2015|Nyamat
33.22.03|Susukan
33.22.03.2001|Badran
33.22.03.2002|Timpik
33.22.03.2003|Tawang
33.22.03.2004|Bakalrejo
33.22.03.2005|Ketapang
33.22.03.2006|Susukan
33.22.03.2007|Sidoharjo
33.22.03.2008|Gentan
33.22.03.2009|Muncar
33.22.03.2010|Ngasinan
33.22.03.2011|Koripan
33.22.03.2012|Kenteng
33.22.03.2013|Kemetul
33.22.04|Suruh
33.22.04.2001|Kebowan
33.22.04.2002|Beji Lor
33.22.04.2003|Jatirejo
33.22.04.2004|Dersansari
33.22.04.2005|Purworejo
33.22.04.2006|Ketanggi
33.22.04.2007|Medayu
33.22.04.2008|Bonomerto
33.22.04.2009|Sukorejo
33.22.04.2010|Kedungringin
33.22.04.2011|Gunung Tumpeng
33.22.04.2012|Reksosari
33.22.04.2013|Suruh
33.22.04.2014|Plumbon
33.22.04.2015|Krandon Lor
33.22.04.2016|Cukilan
33.22.04.2017|Dadap Ayam
33.22.05|Pabelan
33.22.05.2001|Sumberejo
33.22.05.2002|Ujung-ujung
33.22.05.2003|Sukoharjo
33.22.05.2004|Karang Gondang
33.22.05.2005|Segiri
33.22.05.2006|Terban
33.22.05.2007|Tukang
33.22.05.2008|Semowo
33.22.05.2009|Bendungan
33.22.05.2010|Jembrak
33.22.05.2011|Glawan
33.22.05.2012|Pabelan
33.22.05.2013|Kauman Lor
33.22.05.2014|Bejaten
33.22.05.2015|Kadirejo
33.22.05.2016|Giling
33.22.05.2017|Padaan
33.22.06|Tuntang
33.22.06.2001|Gedangan
33.22.06.2002|Kalibeji
33.22.06.2003|Rowosari
33.22.06.2004|Sraten
33.22.06.2005|Jombor
33.22.06.2006|Candirejo
33.22.06.2007|Kesongo
33.22.06.2008|Watuagung
33.22.06.2009|Lopait
33.22.06.2010|Tuntang
33.22.06.2011|Delik
33.22.06.2012|Tlogo
33.22.06.2013|Karangtengah
33.22.06.2014|Karanganyar
33.22.06.2015|Tlompakan
33.22.06.2016|Ngajaran
33.22.07|Banyubiru
33.22.07.2001|Gedong
33.22.07.2002|Kebumen
33.22.07.2003|Sepakung
33.22.07.2004|Wirogomo
33.22.07.2005|Kemambang
33.22.07.2006|Tegaron
33.22.07.2007|Rowoboni
33.22.07.2008|Kebondowo
33.22.07.2009|Banyubiru
33.22.07.2010|Ngrapah
33.22.08|Jambu
33.22.08.1006|Gondoriyo
33.22.08.2001|Gemawang
33.22.08.2002|Bedono
33.22.08.2003|Kelurahan
33.22.08.2004|Brongkol
33.22.08.2005|Jambu
33.22.08.2007|Kuwarasan
33.22.08.2008|Kebondalem
33.22.08.2009|Rejosari
33.22.08.2010|Genting
33.22.09|Sumowono
33.22.09.2001|Kebonagung
33.22.09.2002|Candigaron
33.22.09.2003|Ngadikerso
33.22.09.2004|Lanjan
33.22.09.2005|Jubelan
33.22.09.2006|Sumowono
33.22.09.2007|Trayu
33.22.09.2008|Kemitir
33.22.09.2009|Duren
33.22.09.2010|Pledokan
33.22.09.2011|Mendongan
33.22.09.2012|Bumen
33.22.09.2013|Losari
33.22.09.2014|Kemawi
33.22.09.2015|Piyanggang
33.22.09.2016|Keseneng
33.22.10|Ambarawa
33.22.10.1001|Ngampin
33.22.10.1002|Pojoksari
33.22.10.1004|Tambakboyo
33.22.10.1005|Lodoyong
33.22.10.1006|Kupang
33.22.10.1007|Kranggan
33.22.10.1008|Panjang
33.22.10.1010|Baran
33.22.10.2003|Bejalen
33.22.10.2009|Pasekan
33.22.11|Bawen
33.22.11.1002|Bawen
33.22.11.1007|Harjosari
33.22.11.2001|Doplang
33.22.11.2003|Asinan
33.22.11.2004|Polosiri
33.22.11.2005|Kandangan
33.22.11.2006|Lemahireng
