12|SUMATERA UTARA
12.14.32.2007|Botohili Silambo
12.14.32.2008|Botohili Sorake
12.14.32.2009|Hilimaenamolo
12.14.32.2010|Bawomaenamolo
12.14.33|Onolalu
12.14.33.2001|Hilifalago
12.14.33.2002|Hilimondregeraya
12.14.33.2003|Hilinamozaua
12.14.33.2004|Hilifarono
12.14.33.2005|Hilionaha
12.14.33.2006|Hilikara
12.14.33.2007|Hilialito Saua
12.14.33.2008|Hilinamozaua Raya
12.14.33.2009|Hilifalago Raya
12.14.33.2010|Hilisanekhehosi
12.14.34|Ulu Idanotae
12.14.34.2001|Fanedanu
12.14.34.2002|Fanedanu Sibohou
12.14.34.2003|Lawa-lawa Luo Idanotae
12.14.34.2004|Dao-dao Zanuwo Idano Tae
12.14.34.2005|Sisiwa Ewali
12.14.34.2006|Sisarahili Ewo
12.14.34.2007|Hilialo'oa
12.14.34.2008|Damai
12.14.34.2009|Lolozukhu
12.14.34.2010|Silima Banua Umbunasi
12.14.34.2011|Sindrolo
12.14.35|Idanotae
12.14.35.2001|Lahusa Idanotae
12.14.35.2002|Hiliserangkai
12.14.35.2003|Orahua
12.14.35.2004|Hilimbowo Idanotae
12.14.35.2005|Sirahia
12.14.35.2006|Umbu Idanotae
12.14.35.2007|Awoni
12.14.35.2008|Hilisalo'o
12.14.35.2009|Balombaruzo Orahua
12.14.35.2010|Harefa Orahua
12.14.35.2011|Hiligabungan
12.14.35.2012|Buhawa
12.15|KAB. PAKPAK BHARAT
12.15.01|Sitelu Tali Urang Jehe
12.15.01.2001|Tanjung Meriah
12.15.01.2002|Tanjung Mulia
12.15.01.2003|Kaban Tengah
12.15.01.2004|Bandar Baru
12.15.01.2005|Simberruna
12.15.01.2006|Perolihen
12.15.01.2007|Maholida
12.15.01.2008|Perjaga
12.15.01.2009|Malum
12.15.01.2010|Mbinalun
12.15.02|Kerajaan
12.15.02.2001|Sukaramai
12.15.02.2002|Kuta Saga
12.15.02.2003|Kuta Meriah
12.15.02.2004|Kuta Dame
12.15.02.2005|Perpulungen
12.15.02.2006|Pardomuan
12.15.02.2014|Majanggut I
12.15.02.2015|Majanggut II
12.15.02.2016|Surung Mersada
12.15.02.2021|Perduhapen
12.15.03|Salak
12.15.03.2001|Salak I
12.15.03.2002|Salak II
12.15.03.2003|Boangmanalu
12.15.03.2009|Sibongkaras
12.15.03.2013|Kuta Tinggi
12.15.03.2014|Penanggalan Binanga Boang
12.15.04|Sitelu Tali Urang Julu
12.15.04.2001|Ulumerah
12.15.04.2002|Pardomuan
12.15.04.2003|Silima Kuta
12.15.04.2004|Lae Langge Namuseng
12.15.04.2005|Cikaok
12.15.05|Pergetteng Getteng Sengkut
12.15.05.2001|Kecupak I
12.15.05.2002|Kecupak II
12.15.05.2003|Aornakan I
12.15.05.2004|Simerpara
12.15.05.2005|Aornakan II
12.15.06|Pagindar
12.15.06.2001|Sibagindar
12.15.06.2002|Napatalun Perlambuken
12.15.06.2003|Lae Mbentar
12.15.06.2004|Pagindar
12.15.07|Tinada
12.15.07.2001|Kuta Babo
12.15.07.2002|Tinada
12.15.07.2003|Silima Kuta
12.15.07.2004|Mahala
12.15.07.2005|Prongil
12.15.07.2006|Buluh Tellang
12.15.08|Siempat Rube
12.15.08.2001|Siempat Rube II
12.15.08.2002|Siempat Rube I
12.15.08.2003|Mungkur
12.15.08.2004|Siempat Rube IV
12.15.08.2005|Kuta Jungak
12.15.08.2006|Traju
12.16|KAB. HUMBANG HASUNDUTAN
12.16.01|Parlilitan
12.16.01.2002|Pusuk II Simaninggir
12.16.01.2003|Sionom Hudon VII
12.16.01.2004|Baringin
12.16.01.2005|Sionom Hudon Julu
12.16.01.2006|Sionom Hudon Tonga
12.16.01.2007|Sionom Hudon Utara
12.16.01.2008|Sionom Hudon Selatan
12.16.01.2009|Sionom Hudon Timur
12.16.01.2010|Sihotang Hasugian Tonga
12.16.01.2011|Pusuk I
12.16.01.2012|Sionom Hudon Toruan
12.16.01.2013|Simataniari
12.16.01.2014|Sionom Hudon Timur II
12.16.01.2015|Sihotang Hasugian Dolok II
12.16.01.2016|Sihotang Hasugian Habinsaran
12.16.01.2017|Sionom Hudon Sibulbulon
12.16.01.2018|Sionom Hudon Runggu
12.16.01.2019|Janji Hutanapa
12.16.01.2020|Baringin Natam
12.16.01.2021|Sihotang Hasugian Dolok I
12.16.02|Pollung
12.16.02.2001|Parsingguran I
12.16.02.2002|Hutapaung
12.16.02.2003|Pollung
12.16.02.2004|Hutajulu
12.16.02.2005|Ria Ria
12.16.02.2006|Parsingguran II
12.16.02.2007|Pansurbatu
12.16.02.2008|Aek Nauli I
12.16.02.2009|Aek Nauli II
12.16.02.2010|Pandumaan
12.16.02.2011|Sipituhuta
12.16.02.2012|Pardomuan
12.16.02.2013|Hutapaung Utara
12.16.03|Baktiraja
12.16.03.2001|Marbun Toruan
12.16.03.2002|Simamora
12.16.03.2003|Tipang
12.16.03.2004|Sinambela
12.16.03.2005|Simangulampe
12.16.03.2006|Siunong Unong Julu
12.16.03.2007|Marbun Tonga Marbun Dolok
12.16.04|Paranginan
12.16.04.2001|Sihonongan
12.16.04.2002|Paranginan Selatan
12.16.04.2003|Paranginan Utara
12.16.04.2004|Lumban Sialaman
12.16.04.2005|Pearung
12.16.04.2006|Lobutolong
12.16.04.2007|Lumban Barat
12.16.04.2008|Siboru Torop
12.16.04.2009|Pearung Silali
12.16.04.2010|Lumban Sianturi
12.16.04.2011|Lobutolong Habinsaran
12.16.05|Lintong Nihuta
12.16.05.2001|Sibuntuon Partur
12.16.05.2002|Siharjulu
12.16.05.2003|Sitolu Bahal
12.16.05.2004|Tapian Nauli
12.16.05.2005|Pargaulan
12.16.05.2006|Lobutua
12.16.05.2007|Dolok Margu
12.16.05.2008|Hutasoit I
12.16.05.2009|Nagasaribu I
12.16.05.2010|Nagasaribu II
12.16.05.2011|Sibuntoan Parpea
12.16.05.2012|Siponjot
12.16.05.2013|Habeahan
12.16.05.2014|Sigompul
12.16.05.2015|Bonan Dolok
12.16.05.2016|Sigumpar
12.16.05.2017|Parulohan
12.16.05.2018|Sitio II
12.16.05.2019|Hutasoit II
12.16.05.2020|Nagasaribu III
12.16.05.2021|Nagasaribu IV
12.16.05.2022|Nagasaribu V
12.16.06|Dolok Sanggul
12.16.06.1001|Pasar Dolok Sanggul
12.16.06.2002|Sileang
12.16.06.2003|Purba Manalu
12.16.06.2004|Pasaribu
12.16.06.2005|Simarigung
12.16.06.2006|Sampean
12.16.06.2007|Silaga Laga
12.16.06.2008|Sosor Gonting
12.16.06.2009|Sosor Tambok
12.16.06.2010|Purba Dolok
12.16.06.2011|Sihite I
12.16.06.2012|Lumban Tobing
12.16.06.2013|Hutabagasan
12.16.06.2014|Matiti II
12.16.06.2015|Saitnihuta
12.16.06.2016|Hutaraja
12.16.06.2017|Lumban Purba
12.16.06.2018|Bonanionan
12.16.06.2019|Parik Sinomba
12.16.06.2020|Sihite II
12.16.06.2021|Janji
12.16.06.2022|Pakkat
12.16.06.2023|Sirisirisi
12.16.06.2024|Hutagurgur
12.16.06.2025|Matiti
12.16.06.2026|Aek Lung
12.16.06.2027|Simangaronsang
12.16.06.2028|Sosortolong Sihite III
12.16.07|Sijamapolang
12.16.07.2001|Batunajagar
12.16.07.2002|Sanggaran I
12.16.07.2003|Sitapongan
12.16.07.2004|Sigulok
12.16.07.2005|Hutaginjang
12.16.07.2006|Siborboron
12.16.07.2007|Bonan Dolok I
12.16.07.2008|Bonan Dolok II
12.16.07.2009|Sibuntuon
12.16.07.2010|Nagurguran
12.16.08|Onan Ganjang
12.16.08.2001|Batu Nagodang Siatas
12.16.08.2002|Onan Ganjang
12.16.08.2003|Parbotihan
12.16.08.2004|Sihikit
12.16.08.2005|Parnapa
12.16.08.2006|Janji Nagodang
12.16.08.2007|Sampe Tua
12.16.08.2008|Hutajulu
12.16.08.2009|Sibuluan
12.16.08.2010|Sigalogo
12.16.08.2011|Aek Godang Arbaan
12.16.08.2012|Sanggaran II
12.16.09|Pakkat
12.16.09.2001|Purba Bersatu
12.16.09.2002|Purba Baringin
12.16.09.2003|Karya
12.16.09.2004|Manalu
12.16.09.2005|Sijarango
12.16.09.2006|Tukka Dolok
12.16.09.2007|Siambaton
12.16.09.2008|Parmonangan
12.16.09.2009|Sipagabu
12.16.09.2010|Banuarea
12.16.09.2011|Rura Tanjung
12.16.09.2012|Rura Aek Sopang
12.16.09.2013|Lumban Tonga-Tonga
12.16.09.2014|Pulo Godang
12.16.09.2015|Pakkat Hauagong
12.16.09.2016|Peadungdung
12.16.09.2017|Sijarango I
12.16.09.2018|Ambobi Paranginan
12.16.09.2019|Purba Sianjur
12.16.09.2020|Siambaton Pahae
12.16.09.2021|Panggugunan
12.16.09.2022|Hauagong
12.16.10|Tarabintang
12.16.10.2001|Tarabintang
12.16.10.2002|Sihotang Hasugian Toruan
12.16.10.2003|Sibongkare
12.16.10.2004|Sitanduk
12.16.10.2005|Sihombu
12.16.10.2006|Simbara
12.16.10.2007|Marpadan
12.16.10.2008|Mungkur
12.16.10.2009|Sibongkare Sianju
12.17|KAB. SAMOSIR
12.17.01|Simanindo
12.17.01.1016|Tuktuk Siadong
12.17.01.2001|Tomok
12.17.01.2002|Sihusapi
12.17.01.2003|Maduma
12.17.01.2004|Dosroha
12.17.01.2005|Ambarita
12.17.01.2006|Martoba
12.17.01.2007|Garoga
12.17.01.2008|Simanindo Sangkal
12.17.01.2009|Cinta Dame
12.17.01.2010|Huta Ginjang
12.17.01.2011|Pardomuan
12.17.01.2012|Parmonangan
12.17.01.2013|Parbalohan
12.17.01.2014|Tanjungan
12.17.01.2015|Simarmata
12.17.01.2017|Tomok Parsaoran
12.17.01.2018|Marlumba
12.17.01.2019|Simanindo
12.17.01.2020|Unjur
12.17.01.2021|Siallagan Pindaraya
12.17.02|Onan Runggu
12.17.02.2001|Pakpahan
12.17.02.2002|Huta Hotang
12.17.02.2003|Sitinjak
12.17.02.2004|Pardomuan
12.17.02.2005|Tambun Sungkean
12.17.02.2006|Rina Bolak
12.17.02.2007|Onan Runggu
12.17.02.2008|Sitamiang
12.17.02.2009|Janji Matogu
12.17.02.2010|Silima Lombu
12.17.02.2011|Sipira
12.17.02.2012|Harian
12.17.03|Nainggolan
12.17.03.1011|Parhusip III
12.17.03.1012|Sirumahombar
12.17.03.2001|Pangaloan
12.17.03.2002|Hutarihit
12.17.03.2003|Sinaga Uruk Pandiangan
12.17.03.2004|Toguan Galung
12.17.03.2005|Pananggangan
12.17.03.2006|Pasaran Parsaoran
12.17.03.2007|Sipinggan Lumban Siantar
12.17.03.2008|Sibonor Ompu Ratus
12.17.03.2009|Nainggolan
12.17.03.2010|Pasaran I
12.17.03.2013|Pananggangan II
12.17.03.2014|Sipinggan
12.17.03.2015|Janji Marapot
12.17.04|Palipi
12.17.04.2001|Suhutnihuta Pardomuan
12.17.04.2002|Gorat Pallombuan
12.17.04.2003|Urat II
12.17.04.2004|Palipi
12.17.04.2005|Pardomuan Nauli
12.17.04.2006|Hatoguan
12.17.04.2007|Simbolon Purba
12.17.04.2008|Sigaol Simbolon
12.17.04.2009|Urat Timur
12.17.04.2010|Saor Nauli Hatoguan
12.17.04.2011|Parsaoran Urat
12.17.04.2012|Hutaginjang
12.17.04.2014|Sigaol Marbun
12.17.04.2018|Hutadame
12.17.04.2019|Pallombuan
12.17.04.2020|Pamutaran
12.17.04.2021|Sideak
12.17.05|Harian
12.17.05.2001|Sosor Dolok
12.17.05.2002|Partungkonaginjang
12.17.05.2003|Hariara Pohan
12.17.05.2004|Dolok Raja
12.17.05.2006|Sampur Toba
12.17.05.2007|Siparmahan
12.17.05.2008|Turpuk Limbong
12.17.05.2009|Turpuk Sagala
12.17.05.2010|Turpuk Malau
12.17.05.2011|Turpuk Sihotang
12.17.05.2012|Janji Martahan
12.17.05.2014|Hutagalung
12.17.05.2015|Hariara Pintu
12.17.06|Sianjar Mula Mula
12.17.06.2001|Huta Ginjang
12.17.06.2002|Singkam
12.17.06.2003|Hasinggaan
12.17.06.2004|Aek Sipitudai
12.17.06.2005|Huta Gurgur
12.17.06.2006|Sianjur Mula Mula
12.17.06.2007|Boho
12.17.06.2008|Siboro
12.17.06.2009|Simarihit
12.17.06.2010|Ginolat
12.17.06.2011|Bonan Dolok
12.17.06.2012|Habeahan Naburahan
12.17.07|Ronggur Nihuta
12.17.07.2001|Salaon Toba
12.17.07.2002|Lintong Nihuta
12.17.07.2003|Salaon Tonga Tonga
12.17.07.2004|Salaon Dolok
12.17.07.2005|Ronggur Nihuta
12.17.07.2006|Sabungan Nihuta
12.17.07.2007|Paraduan
12.17.07.2008|Sijambur
12.17.08|Pangururan
12.17.08.1026|Pasar Pangururan
12.17.08.1027|Pintu Sona
12.17.08.1028|Siogung-Ogung
12.17.08.2001|Lumban SS Dolok
12.17.08.2002|Lumban SS Torua
12.17.08.2003|Parbaba Dolok
12.17.08.2004|Huta Tinggi
12.17.08.2005|Parhorasan
12.17.08.2006|Pardomuan Nauli
12.17.08.2007|Parsaoran I
12.17.08.2008|Rianiate
12.17.08.2009|Huta Bolon
12.17.08.2010|Panampangan
12.17.08.2011|Pardugul
12.17.08.2012|Huta Namora
12.17.08.2013|Parlondut
12.17.08.2014|Tanjung Bunga
12.17.08.2015|Parmonangan
12.17.08.2016|Sait Nihuta
12.17.08.2017|Situngkir
12.17.08.2018|Sianting-Anting
12.17.08.2019|Sialanguan
12.17.08.2020|Lumban Pinggol
12.17.08.2021|Pardomuan I
12.17.08.2022|Sitolu Huta
12.17.08.2023|Sinabulan
12.17.08.2024|Aek Nauli
12.17.08.2025|Siopat Sosor
12.17.09|Sitio-tio
12.17.09.2001|Holbung
12.17.09.2002|Janji Raja
12.17.09.2003|Sabulan
12.17.09.2004|Buntu Mauli
12.17.09.2005|Tamba Dolok
12.17.09.2006|Cinta Maju
12.17.09.2007|Parsaoran
12.17.09.2008|Janji Maria
12.18|KAB. SERDANG BEDAGAI
12.18.01|Pantai Cermin
12.18.01.2001|Pantai Cermin Kanan
12.18.01.2002|Pantai Cermin Kiri
12.18.01.2003|Kota Pari
12.18.01.2004|Celawan
12.18.01.2005|Ujung Rambung
12.18.01.2006|Kuala Lama
12.18.01.2007|Besar II Terjun
12.18.01.2008|Sementara
12.18.01.2009|Ara Payung
12.18.01.2010|Pematang Kasih
12.18.01.2011|Lubuk Saban
12.18.01.2012|Naga Kisar
12.18.02|Perbaungan
12.18.02.1038|Melati I
12.18.02.1039|Simpang Tiga Pekan
12.18.02.1040|Batang Terap
12.18.02.1041|Tualang
12.18.02.2001|Adolina
12.18.02.2003|Bengkel
12.18.02.2005|Cinta Air
12.18.02.2006|Citaman Jernih
12.18.02.2007|Deli Muda Hulu
12.18.02.2008|Deli Muda Hilir
12.18.02.2009|Jambur Pulau
12.18.02.2012|Kesatuan
12.18.02.2013|Kota Galuh
12.18.02.2015|Lidah Tanah
12.18.02.2016|Lubuk Bayas
12.18.02.2017|Lubuk Cemara
12.18.02.2018|Lubuk Dendang
12.18.02.2019|Lubuk Rotan
12.18.02.2020|Melati II
12.18.02.2024|Pematang Sijonam
12.18.02.2025|Pematang Tatal
12.18.02.2028|Suka Beras
12.18.02.2029|Sukajadi
12.18.02.2031|Sei Buluh
12.18.02.2032|Sei Nagalawan
12.18.02.2033|Sei Sijenggi
12.18.02.2034|Tanah Merah
12.18.02.2035|Tanjung Buluh
12.18.03|Teluk Mengkudu
12.18.03.2001|Sei Buluh
12.18.03.2002|Liberia
12.18.03.2003|Mata Pao
12.18.03.2004|Pematang Setrak
12.18.03.2005|Makmur
12.18.03.2006|Pasar Baru
12.18.03.2007|Pekan Sialang Buah
12.18.03.2008|Pematang Guntung
12.18.03.2009|Sialang Buah
12.18.03.2010|Sentang
12.18.03.2011|Bogak Besar
12.18.03.2012|Pematang Kuala
12.18.04|Sei Rampah
12.18.04.2001|Cempedak Lobang
12.18.04.2002|Firdaus
12.18.04.2004|Pergulaan
12.18.04.2006|Sei Rampah
12.18.04.2008|Sei Rejo
12.18.04.2009|Sei Parit
12.18.04.2010|Silau Rakyat
12.18.04.2012|Firdaus Estate
12.18.04.2014|Pematang Ganjang
12.18.04.2015|Pematang Pelintahan
12.18.04.2016|Rambung Estate
12.18.04.2017|Rambung Sialang Hulu
12.18.04.2018|Rambung Sialang Tengah
12.18.04.2019|Rambung Sialang Hilir
12.18.04.2024|Simpang Empat
12.18.04.2026|Sinah Kasih
12.18.04.2027|Tanah Raja
12.18.05|Tanjung Beringin
12.18.05.2001|Pekan Tanjung Beringin
12.18.05.2002|Nagur
12.18.05.2003|Mangga Dua
12.18.05.2004|Sukajadi
12.18.05.2005|Tebing Tinggi
12.18.05.2006|Pematang Cermai
12.18.05.2007|Pematang Terang
12.18.05.2008|Bagan Kuala
12.18.06|Bandar Khalifah
12.18.06.2001|Bandar Tengah
12.18.06.2002|Juhar
12.18.06.2003|Gelam Sei Serimah
12.18.06.2004|Pekan Bandar Khalipah
12.18.06.2005|Kayu Besar
12.18.07|Dolok Merawan
12.18.07.2001|Nagaraja I
12.18.07.2002|Panglong
12.18.07.2003|Bandarawan
12.18.07.2004|Gunung Para II
12.18.07.2005|Limbong
12.18.07.2006|Dolok Merawan
12.18.07.2007|Paritokan
12.18.07.2008|Kalembak
12.18.07.2009|Afd. VI Dolok Ilir
12.18.07.2010|Pabatu I
12.18.07.2011|Afd. VII Dolok Ilir
12.18.07.2012|Pabatu II
12.18.07.2013|Mainu Tengah
12.18.07.2014|Bahdamar
12.18.07.2015|Pabatu III
12.18.07.2016|Pabatu VI
12.18.07.2017|Korajim
12.18.08|Sipispis
12.18.08.2001|Sipispis
12.18.08.2002|Serbananti
12.18.08.2003|Bartong
12.18.08.2004|Marubun
12.18.08.2005|Pispis
12.18.08.2006|Baja Dolok
12.18.08.2007|Tinokkah
12.18.08.2008|Nagur Pane
12.18.08.2009|Parlambean
12.18.08.2010|Naga Raja
12.18.08.2011|Mariah Nagur
12.18.08.2012|Rimbun
12.18.08.2013|Marjanji
12.18.08.2014|Silau Padang
12.18.08.2015|Buluh Duri
12.18.08.2016|Gunung Monako
12.18.08.2017|Damak Urat
12.18.08.2018|Simalas
12.18.08.2019|Gunung Pane
12.18.08.2020|Sibarau
12.18.09|Dolok Masihul
12.18.09.1029|Pekan Dolok Masihul
12.18.09.2001|Dame
12.18.09.2002|Blok
12.18.09.2003|Kota Tengah
12.18.09.2004|Silau Merawan
12.18.09.2005|Pekan Kamis
12.18.09.2006|Batu
12.18.09.2007|Batu
12.18.09.2008|Baja Ronggi
12.18.09.2009|Dolok Sagala
12.18.09.2010|Dolok Manampang
12.18.09.2011|Pardomuan
12.18.09.2012|Tegal Sari
12.18.09.2013|Pertambatan
12.18.09.2015|Huta Nauli
12.18.09.2016|Bantan
12.18.09.2017|Bukit Cermin Hilir
12.18.09.2018|Malasori
12.18.09.2019|Sarang Giting
12.18.09.2020|Durian Puloan
12.18.09.2021|Sarang Torop
12.18.09.2022|Havea
12.18.09.2023|Aras Panjang
12.18.09.2024|Martebing
12.18.09.2025|Kerapuh
12.18.09.2026|Tanjung Maria
12.18.09.2027|Bah Kerapuh
12.18.09.2028|Ujung Silau
12.18.10|Kotarih
12.18.10.2001|Kotarih Pekan
12.18.10.2002|Kotarih Baru
12.18.10.2003|Banjaran Godang
12.18.10.2004|Si Ujan Ujan
12.18.10.2010|Sei Kari
12.18.10.2013|Bandar Bayu
12.18.10.2014|Durian Kondot
12.18.10.2015|Perbahingan
12.18.10.2022|Sialtong
12.18.10.2023|Huta Galuh
12.18.10.2024|Rubun Dunia
12.18.11|Silinda
12.18.11.2004|Batu Masagi
12.18.11.2013|Damak Gelugur
12.18.11.2016|Kulasar
12.18.11.2021|Pagar Manik
12.18.11.2022|Pamah
12.18.11.2026|Silinda
12.18.11.2028|Sungai Buaya
12.18.11.2029|Tarean
12.18.11.2031|Tapak Meriah
12.18.12|Serba Jadi
12.18.12.2010|Tanjung Harap
12.18.12.2011|Kuala Bali
12.18.12.2014|Karang Tengah
12.18.12.2015|Kelapa Bajohom
12.18.12.2018|Manggis
12.18.12.2020|Pulau Gambar
12.18.12.2021|Pulau Tagor
12.18.12.2032|Serba Jadi
12.18.12.2033|Tambak Cekur
12.18.12.2038|Bah Sidua-dua
12.18.13|Tebing Tinggi
12.18.13.2001|Bah Sumbu
12.18.13.2002|Naga Kesiangan
12.18.13.2003|Jambu
12.18.13.2004|Mariah Padang
12.18.13.2005|Pertapaan
12.18.13.2006|Paya Lombang
12.18.13.2007|Sei Serimah
12.18.13.2008|Paya Bagas
12.18.13.2009|Paya Mabar
12.18.13.2010|Sei. Priok
12.18.13.2011|Kuta Baru
12.18.13.2018|Kedai Damar
12.18.13.2019|Penonggol
12.18.13.2020|Gunung Kataran
12.18.14|Pegajahan
12.18.14.1012|Melati Kebun
12.18.14.2001|Bengabing
12.18.14.2002|Bingkat
12.18.14.2003|Jati Mulyo
12.18.14.2004|Karang Anyar
12.18.14.2005|Lestari Dadi
12.18.14.2006|Pegajahan
12.18.14.2007|Petuaran Hulu
12.18.14.2008|Petuaran Hilir
12.18.14.2009|Pondok Tengah
12.18.14.2010|Sukasari
12.18.14.2011|Tanjung Putus
12.18.14.2013|Sennah
12.18.15|Sei Bamban
12.18.15.2001|Pon
12.18.15.2002|Sei Bamban
12.18.15.2003|Bakaran Batu
12.18.15.2004|Gempolan
12.18.15.2005|Rampah Estate
12.18.15.2006|Suka Damai
12.18.15.2007|Sei Bamban Estate
12.18.15.2008|Sei Belutu
12.18.15.2009|Sei Buluh
12.18.15.2010|Penggalangan
12.18.16|Tebing Syahbandar
12.18.16.2001|Penggalian
12.18.16.2002|Laut Tador
12.18.16.2003|Tanah Besih
12.18.16.2004|Binjai
12.18.16.2005|Paya Pasir
12.18.16.2006|Bahilang
12.18.16.2007|Penggalangan
12.18.16.2008|Paya Pinang
12.18.16.2009|Kuta Pinang
12.18.16.2010|Sibulan
12.18.17|Bintang Bayu
12.18.17.2001|Gudang Garam
12.18.17.2002|Dolok Masango
12.18.17.2003|Panombean
12.18.17.2004|Bandar Negeri
12.18.17.2005|Ujung Negeri Kahan
12.18.17.2006|Bandar Magodang
12.18.17.2007|Ujung Negeri Hulu
12.18.17.2008|Pegajahan Hulu
12.18.17.2009|Marihat Dolok
12.18.17.2010|Bintang Bayu
12.18.17.2011|Bandar Pinang Kebun
12.18.17.2012|Damak Tolong Buho
12.18.17.2013|Bandar Pinang Rambe
12.18.17.2014|Pegajahan Kahan
12.18.17.2015|Huta Durian
12.18.17.2016|Kampung Kristen
12.18.17.2017|Sarang Ginting Kahan
12.18.17.2018|Sarang Ginting Hulu
12.18.17.2019|Siahap
12.19|KAB. BATU BARA
12.19.01|Medang Deras
12.19.01.1001|Pangkalan Dodek
12.19.01.1002|Pangkalan Dodek Baru
12.19.01.1021|Pagurawan
12.19.01.2003|Aek Nauli
12.19.01.2004|Durian
12.19.01.2005|Lalang
12.19.01.2006|Medang
12.19.01.2007|Pakam
12.19.01.2008|Pakam Raya
12.19.01.2009|Pematang Cengkering
12.19.01.2010|Sei Buah Keras
12.19.01.2011|Sei Rakyat
12.19.01.2012|Sidomulyo
12.19.01.2013|Tanjung Sigoni
12.19.01.2014|Nenas Siam
12.19.01.2015|Pakam Raya Selatan
12.19.01.2016|Mandarsah
12.19.01.2017|Medang Baru
12.19.01.2018|Pematang Nibung
12.19.01.2019|Cengkering Pekan
12.19.01.2020|Sei Raja
12.19.02|Sei Suka
12.19.02.1001|Perkebunan Sipare Pare
12.19.02.2007|Sei Suka Deras
12.19.02.2008|Simodong
12.19.02.2009|Pematang Jering
12.19.02.2010|Pematang Kuning
12.19.02.2011|Kuala Indah
12.19.02.2012|Kuala Tanjung
12.19.02.2018|Tanjunggading
12.19.02.2019|Simpang Kopi
12.19.02.2020|Brohol
12.19.03|Air Putih
12.19.03.1001|Indrapura
12.19.03.1019|Indrasakti
12.19.03.2002|Limau Sundai
12.19.03.2003|Pematang Panjang
12.19.03.2004|Sukaraja
12.19.03.2005|Tanah Tinggi
12.19.03.2006|Tanjungmuda
12.19.03.2007|Tanah Merah
12.19.03.2008|Aras
12.19.03.2009|Pasar Lapan
12.19.03.2010|Sipare-pare
12.19.03.2011|Tanjungkubah
12.19.03.2012|Tanjungharapan
12.19.03.2013|Suka Ramai
12.19.03.2014|Tanah Rendah
12.19.03.2015|Tanjungmulya
12.19.03.2016|Titi Payung
12.19.03.2017|Perkotaan
12.19.03.2018|Kampung Kelapa
12.19.04|Lima Puluh
12.19.04.1001|Lima Puluh Kota
12.19.04.2011|Mangkai Baru
12.19.04.2012|Mangkai Lama
12.19.04.2014|Perkebunan Dolok
12.19.04.2015|Perk. Kw. Gunung
12.19.04.2016|Antara
12.19.04.2017|Perk. Lima Puluh
12.19.04.2018|Perk. Limau Manis
12.19.04.2019|Perk. Tanah Gambus
12.19.04.2025|Simpang Gambus
12.19.04.2026|Sumber Makmur
12.19.04.2027|Sumber Padi
12.19.05|Talawi
12.19.05.1001|Labuhan Ruku
12.19.05.2004|Dahari Silebar
12.19.05.2006|Mesjid Lama
12.19.05.2007|Padang Genting
12.19.05.2008|Pahang
12.19.05.2009|Panjang
12.19.05.2014|Gunungrante
12.19.05.2015|Dahari Indah
12.19.05.2016|Indra Yaman
12.19.05.2017|Benteng
12.19.06|Tanjung Tiram
12.19.06.1001|Tanjungtiram
12.19.06.1022|Bagan Arya
12.19.06.2002|Guntung
12.19.06.2004|Bagan Dalam
12.19.06.2005|Bogak
12.19.06.2006|Suka Maju
12.19.06.2016|Suka Jaya
12.19.06.2017|Pahlawan
12.19.06.2018|Bandar Rahmat
12.19.06.2019|Kampung Lalang
12.19.07|Sei Balai
12.19.07.2001|Kwala Sikasim
12.19.07.2002|Sei Balai
12.19.07.2004|Durian
12.19.07.2005|Perkebunan Sei Balai
12.19.07.2007|Suka Ramai
12.19.07.2008|Sei Bejangkar
12.19.07.2009|Mekar Mulio
12.19.07.2010|Perkebunan Sei Bejangkar
12.19.07.2012|Benteng Jaya
12.19.07.2013|Tanah Timbul
12.19.07.2014|Perjuangan
12.19.07.2015|Sidomulio
12.19.07.2016|Mekar Baru
12.19.07.2017|Suko Rejo
12.19.08|Laut Tador
12.19.08.2001|Tanjung Parapat
12.19.08.2002|Laut Tador
12.19.08.2003|Pelanggiran Laut Tador
12.19.08.2004|Perkebunan Tanjung Kasau
12.19.08.2005|Dewi Sri
12.19.08.2006|Tanjung Kasau
12.19.08.2007|Tanjung Seri
12.19.08.2008|Mekar Sari
12.19.08.2009|Sei Simujur
12.19.08.2010|Kandangan
12.19.09|Lima Puluh Pesisir
12.19.09.2001|Gambus Laut
12.19.09.2002|Perupuk
12.19.09.2003|Guntung
12.19.09.2004|Barung-Barung
12.19.09.2005|Titi Putih
12.19.09.2006|Pasir Permit
12.19.09.2007|Titi Merah
12.19.09.2008|Pematang Panjang
12.19.09.2009|Bulan-Bulan
12.19.09.2010|Gunung Bandung
12.19.09.2011|Lubuk Cuik
12.19.09.2012|Tanah Itam Ilir
12.19.09.2013|Pematang Tengah
12.19.10|Datuk Lima Puluh
12.19.10.2001|Perkebunan Tanah Itam Ulu
12.19.10.2002|Empat Negeri
12.19.10.2003|Sumber Rejo
12.19.10.2004|Lubuk Hulu
12.19.10.2005|Lubuk Besar
12.19.10.2006|Pulau Sejuk
12.19.10.2007|Simpang Dolok
12.19.10.2008|Air Hitam
12.19.10.2009|Kwala Gunung
12.19.10.2010|Cahaya Pardomuan
12.19.11|Datuk Tanah Datar
12.19.11.2001|Sumber Tani
12.19.11.2002|Sei Muka
12.19.11.2003|Perkebunan Tanah Datar
12.19.11.2004|Binjai Baru
12.19.11.2005|Bangun Sari
